"project","pair_id","expected_type","expected_scope","view","top_k","method_top_k","method_count","avg_exhaustive_similarity","avg_constrained_similarity","avg_similarity_delta","max_exhaustive_similarity","max_constrained_similarity","max_non_constructor_constrained_similarity","best_left_method","best_right_method","best_non_constructor_left_method","best_non_constructor_right_method","avg_candidate_reduction","total_exhaustive_candidate_pairs","total_constrained_candidate_pairs","runtime_ms","status","error","transformation_tag","difficulty","limitation_tag","notes"
"InternalHelper","java_t4_inline_guard_03","T4_WEAK","FULL","HYBRID_NUMERIC_HASH","8","2","4","0.7017555908353064","0.6168831168831168","0.08487247395218955","1.0","1.0","0.9090909090909091","InlineGuard.<init>()V","HelperGuard.<init>()V","InlineGuard.countValid([I)I","HelperGuard.countValid([I)I","0.3911064425770308","77","36","1423","success","","INLINE_TO_HELPER","L1","CALL_GRAPH_NOT_EXPANDED","Guard condition moved to helper"
"InternalHelper","java_t4_inline_tax_04","T4_WEAK","FULL","DISCOVRE_NUMERIC","8","2","4","0.6318781689817402","0.6318781689817402","0.0","1.0","1.0","0.8608460092602943","InlineTax.<init>()V","HelperTax.<init>()V","InlineTax.totalWithTax([I)I","HelperTax.totalWithTax([I)I","0.08571428571428572","45","40","1462","success","","INLINE_TO_HELPER","L2","CALL_GRAPH_NOT_EXPANDED","Tax formula moved to helper"
"InternalHelper","java_t4_inline_tax_04","T4_WEAK","FULL","RAW_HASH_BUCKET","8","2","4","0.6735448356484068","0.6527777777777778","0.02076705787062913","1.0","1.0","0.7777777777777778","InlineTax.<init>()V","HelperTax.<init>()V","InlineTax.totalWithTax([I)I","HelperTax.totalWithTax([I)I","0.12301587301587302","40","31","1459","success","","INLINE_TO_HELPER","L2","CALL_GRAPH_NOT_EXPANDED","Tax formula moved to helper"
"InternalHelper","java_t4_inline_tax_04","T4_WEAK","FULL","HYBRID_NUMERIC_HASH","8","2","4","0.6735448356484068","0.6735448356484068","0.0","1.0","1.0","0.8608460092602943","InlineTax.<init>()V","HelperTax.<init>()V","InlineTax.totalWithTax([I)I","HelperTax.totalWithTax([I)I","0.11111111111111113","40","32","2396","success","","INLINE_TO_HELPER","L2","CALL_GRAPH_NOT_EXPANDED","Tax formula moved to helper"
"InternalHelper","java_t4_inline_normalize_05","T4_WEAK","FULL","DISCOVRE_NUMERIC","8","2","4","0.75","0.75","0.0","1.0","1.0","0.75","InlineNormalize.<init>()V","HelperNormalize.<init>()V","InlineNormalize.normalize(Ljava/lang/String;)Ljava/lang/String;","HelperNormalize.cleanup(Ljava/lang/String;)Ljava/lang/String;","0.015625","46","45","1646","success","","INLINE_TO_HELPER","L2","CALL_GRAPH_NOT_EXPANDED","String cleanup moved to helper"
"InternalHelper","java_t4_inline_normalize_05","T4_WEAK","FULL","RAW_HASH_BUCKET","8","2","4","0.6875","0.5833333333333333","0.10416666666666669","1.0","1.0","0.625","InlineNormalize.<init>()V","HelperNormalize.<init>()V","InlineNormalize.normalize(Ljava/lang/String;)Ljava/lang/String;","HelperNormalize.normalize(Ljava/lang/String;)Ljava/lang/String;","0.29375","40","26","1682","success","","INLINE_TO_HELPER","L2","CALL_GRAPH_NOT_EXPANDED","String cleanup moved to helper"
"InternalHelper","java_t4_inline_normalize_05","T4_WEAK","FULL","HYBRID_NUMERIC_HASH","8","2","4","0.6875","0.5833333333333333","0.10416666666666669","1.0","1.0","0.625","InlineNormalize.<init>()V","HelperNormalize.<init>()V","InlineNormalize.normalize(Ljava/lang/String;)Ljava/lang/String;","HelperNormalize.normalize(Ljava/lang/String;)Ljava/lang/String;","0.29375","40","26","1581","success","","INLINE_TO_HELPER","L2","CALL_GRAPH_NOT_EXPANDED","String cleanup moved to helper"
"InternalHelper","java_t4_inline_string_score_06","T4_WEAK","FULL","DISCOVRE_NUMERIC","8","2","4","0.6151666690429961","0.6118536995456443","0.003312969497351881","1.0","1.0","0.75","InlineStringScore.<init>()V","HelperStringScore.<init>()V","InlineStringScore.score(Ljava/lang/String;)I","HelperStringScore.score(Ljava/lang/String;)I","0.19209790209790212","77","65","1561","success","","INLINE_TO_HELPER","L2","CALL_GRAPH_NOT_EXPANDED","Character predicate and value helper"
"InternalHelper","java_t4_inline_string_score_06","T4_WEAK","FULL","RAW_HASH_BUCKET","8","2","4","0.645728500327004","0.47104978354978355","0.17467871677722047","1.0","1.0","0.41666666666666674","InlineStringScore.<init>()V","HelperStringScore.<init>()V","InlineStringScore.score(Ljava/lang/String;)I","HelperStringScore.score(Ljava/lang/String;)I","0.4805050505050505","73","26","1593","success","","INLINE_TO_HELPER","L2","CALL_GRAPH_NOT_EXPANDED","Character predicate and value helper"
"InternalHelper","java_t4_inline_string_score_06","T4_WEAK","FULL","HYBRID_NUMERIC_HASH","8","2","4","0.645728500327004","0.5127164502164503","0.1330120501105538","1.0","1.0","0.5833333333333334","InlineStringScore.<init>()V","HelperStringScore.<init>()V","InlineStringScore.score(Ljava/lang/String;)I","HelperStringScore.score(Ljava/lang/String;)I","0.46535353535353535","73","28","1553","success","","INLINE_TO_HELPER","L2","CALL_GRAPH_NOT_EXPANDED","Character predicate and value helper"
"InternalHelper","java_t4_inline_max_07","T4_WEAK","FULL","DISCOVRE_NUMERIC","8","2","4","0.638018369588218","0.6322410958351723","0.00577727375304582","1.0","1.0","0.802267589586678","InlineMax.<init>()V","HelperMax.<init>()V","InlineMax.max([I)I","HelperMax.max([I)I","0.19318181818181815","77","63","1685","success","","INLINE_TO_HELPER","L1","CALL_GRAPH_NOT_EXPANDED","Comparison moved to helper"
"InternalHelper","java_t4_inline_max_07","T4_WEAK","FULL","RAW_HASH_BUCKET","8","2","4","0.6777876019946499","0.5566275034572755","0.12116009853737439","1.0","1.0","0.6204494077684962","InlineMax.<init>()V","HelperMax.<init>()V","InlineMax.max([I)I","HelperMax.max([I)I","0.35416666666666663","75","39","1838","success","","INLINE_TO_HELPER","L1","CALL_GRAPH_NOT_EXPANDED","Comparison moved to helper"
"InternalHelper","java_t4_inline_max_07","T4_WEAK","FULL","HYBRID_NUMERIC_HASH","8","2","4","0.6777876019946499","0.5793547761845483","0.09843282581010165","1.0","1.0","0.7113584986775872","InlineMax.<init>()V","HelperMax.<init>()V","InlineMax.max([I)I","HelperMax.max([I)I","0.3472222222222222","75","40","1488","success","","INLINE_TO_HELPER","L1","CALL_GRAPH_NOT_EXPANDED","Comparison moved to helper"
"InternalHelper","java_t4_inline_discount_08","T4_WEAK","FULL","DISCOVRE_NUMERIC","8","2","4","0.6066444168917793","0.6066444168917793","0.0","1.0","1.0","0.7193076972192958","InlineDiscount.<init>()V","HelperDiscount.<init>()V","InlineDiscount.finalPrice(IZ)I","HelperDiscount.discount(IZ)I","0.03392857142857142","50","48","1438","success","","INLINE_TO_HELPER","L2","CALL_GRAPH_NOT_EXPANDED","Branch calculation moved to helper"
"InternalHelper","java_t4_inline_discount_08","T4_WEAK","FULL","RAW_HASH_BUCKET","8","2","4","0.7110769243048239","0.6485769243048239","0.0625","1.0","1.0","0.7193076972192958","InlineDiscount.<init>()V","HelperDiscount.<init>()V","InlineDiscount.finalPrice(IZ)I","HelperDiscount.discount(IZ)I","0.2107142857142857","47","28","1449","success","","INLINE_TO_HELPER","L2","CALL_GRAPH_NOT_EXPANDED","Branch calculation moved to helper"
"InternalHelper","java_t4_inline_discount_08","T4_WEAK","FULL","HYBRID_NUMERIC_HASH","8","2","4","0.7110769243048239","0.6485769243048239","0.0625","1.0","1.0","0.7193076972192958","InlineDiscount.<init>()V","HelperDiscount.<init>()V","InlineDiscount.finalPrice(IZ)I","HelperDiscount.discount(IZ)I","0.19285714285714284","47","30","1905","success","","INLINE_TO_HELPER","L2","CALL_GRAPH_NOT_EXPANDED","Branch calculation moved to helper"
"MethodRefactor","java_t4_extract_method_01","T4_WEAK","FULL","DISCOVRE_NUMERIC","8","2","4","0.41964285714285715","0.4254125408075904","-0.005769683664733266","0.5333333333333333","0.5564120679922664","0.5564120679922664","InlineFilterSort.filterAndSort([I)Ljava/util/List;","HelperFilterSort.addPositiveValues(Ljava/util/List;[I)V","InlineFilterSort.filterAndSort([I)Ljava/util/List;","HelperFilterSort.addPositiveValues(Ljava/util/List;[I)V","0.13515873015873017","103","89","1710","success","","EXTRACT_METHOD","L2","CALL_GRAPH_NOT_EXPANDED","One-to-many method organization"
"MethodRefactor","java_t4_extract_method_01","T4_WEAK","FULL","RAW_HASH_BUCKET","8","2","4","0.5625","0.44166666666666665","0.12083333333333338","1.0","1.0","0.33333333333333326","InlineFilterSort.<init>()V","HelperFilterSort.<init>()V","InlineFilterSort.filterAndSort([I)Ljava/util/List;","HelperFilterSort.filterAndSort([I)Ljava/util/List;","0.43047619047619046","100","42","1531","success","","EXTRACT_METHOD","L2","CALL_GRAPH_NOT_EXPANDED","One-to-many method organization"
"MethodRefactor","java_t4_extract_method_01","T4_WEAK","FULL","HYBRID_NUMERIC_HASH","8","2","4","0.5125","0.4458333333333333","0.06666666666666668","1.0","1.0","0.33333333333333326","InlineFilterSort.<init>()V","HelperFilterSort.<init>()V","InlineFilterSort.filterAndSort([I)Ljava/util/List;","HelperFilterSort.addPositiveValues(Ljava/util/List;[I)V","0.345672268907563","87","43","1589","success","","EXTRACT_METHOD","L2","CALL_GRAPH_NOT_EXPANDED","One-to-many method organization"
"MethodRefactor","java_t4_merge_methods_02","T4_WEAK","FULL","DISCOVRE_NUMERIC","8","2","6","0.5174603174603174","0.5174603174603174","0.0","1.0","1.0","0.6","HelperFilterSort.<init>()V","InlineFilterSort.<init>()V","HelperFilterSort.addPositiveValues(Ljava/util/List;[I)V","InlineFilterSort.filterAndSort([I)Ljava/util/List;","0.04281979458450047","126","119","1558","success","","MERGE_METHODS","L2","CALL_GRAPH_NOT_EXPANDED","Many-to-one method organization"
"MethodRefactor","java_t4_merge_methods_02","T4_WEAK","FULL","RAW_HASH_BUCKET","8","2","6","0.5174603174603174","0.4077403227656983","0.10971999469461917","1.0","1.0","0.33333333333333326","HelperFilterSort.<init>()V","InlineFilterSort.<init>()V","HelperFilterSort.filterAndSort([I)Ljava/util/List;","InlineFilterSort.filterAndSort([I)Ljava/util/List;","0.3742670401493931","126","62","1609","success","","MERGE_METHODS","L2","CALL_GRAPH_NOT_EXPANDED","Many-to-one method organization"
"MethodRefactor","java_t4_merge_methods_02","T4_WEAK","FULL","HYBRID_NUMERIC_HASH","8","2","6","0.5174603174603174","0.46629654713889934","0.051163770321418056","1.0","1.0","0.5096840447381583","HelperFilterSort.<init>()V","InlineFilterSort.<init>()V","HelperFilterSort.addPositiveValues(Ljava/util/List;[I)V","InlineFilterSort.filterAndSort([I)Ljava/util/List;","0.31500778089013387","126","70","1677","success","","MERGE_METHODS","L2","CALL_GRAPH_NOT_EXPANDED","Many-to-one method organization"
"MethodRefactor","java_t4_extract_order_03","T4_WEAK","FULL","DISCOVRE_NUMERIC","8","2","4","0.6204545454545455","0.6204545454545455","0.0","1.0","1.0","0.8181818181818182","InlineOrderTotal.<init>()V","ExtractOrderTotal.<init>()V","InlineOrderTotal.total([I)I","ExtractOrderTotal.subtotal([I)I","0.11631299734748007","58","52","1745","success","","EXTRACT_METHOD","L2","CALL_GRAPH_NOT_EXPANDED","Subtotal helper extraction"
"MethodRefactor","java_t4_extract_order_03","T4_WEAK","FULL","RAW_HASH_BUCKET","8","2","4","0.5944377231181142","0.55","0.044437723118114114","1.0","1.0","0.8181818181818182","InlineOrderTotal.<init>()V","ExtractOrderTotal.<init>()V","InlineOrderTotal.total([I)I","ExtractOrderTotal.subtotal([I)I","0.30402298850574716","54","33","1710","success","","EXTRACT_METHOD","L2","CALL_GRAPH_NOT_EXPANDED","Subtotal helper extraction"
"MethodRefactor","java_t4_extract_order_03","T4_WEAK","FULL","HYBRID_NUMERIC_HASH","8","2","4","0.5944377231181142","0.5694377231181141","0.025000000000000022","1.0","1.0","0.8181818181818182","InlineOrderTotal.<init>()V","ExtractOrderTotal.<init>()V","InlineOrderTotal.total([I)I","ExtractOrderTotal.subtotal([I)I","0.2120689655172414","54","37","1732","success","","EXTRACT_METHOD","L2","CALL_GRAPH_NOT_EXPANDED","Subtotal helper extraction"
"MethodRefactor","java_t4_merge_order_04","T4_WEAK","FULL","DISCOVRE_NUMERIC","8","2","6","0.5568978760181367","0.5568978760181367","0.0","1.0","1.0","0.8181818181818182","ExtractOrderTotal.<init>()V","InlineOrderTotal.<init>()V","ExtractOrderTotal.subtotal([I)I","InlineOrderTotal.total([I)I","0.05560467629433145","72","68","1971","success","","MERGE_METHODS","L2","CALL_GRAPH_NOT_EXPANDED","Reverse subtotal helper"
"MethodRefactor","java_t4_merge_order_04","T4_WEAK","FULL","RAW_HASH_BUCKET","8","2","6","0.5568978760181367","0.5265948457151064","0.030303030303030293","1.0","1.0","0.8181818181818182","ExtractOrderTotal.<init>()V","InlineOrderTotal.<init>()V","ExtractOrderTotal.subtotal([I)I","InlineOrderTotal.total([I)I","0.17010511838098044","72","53","1742","success","","MERGE_METHODS","L2","CALL_GRAPH_NOT_EXPANDED","Reverse subtotal helper"
"MethodRefactor","java_t4_merge_order_04","T4_WEAK","FULL","HYBRID_NUMERIC_HASH","8","2","6","0.5568978760181367","0.5136363636363637","0.043261512381773025","1.0","1.0","0.8181818181818182","ExtractOrderTotal.<init>()V","InlineOrderTotal.<init>()V","ExtractOrderTotal.subtotal([I)I","InlineOrderTotal.total([I)I","0.17010511838098044","72","53","1571","success","","MERGE_METHODS","L2","CALL_GRAPH_NOT_EXPANDED","Reverse subtotal helper"
"MethodRefactor","java_t4_extract_stats_05","T4_WEAK","FULL","DISCOVRE_NUMERIC","8","2","4","0.6362047260363763","0.6700015317664954","-0.033796805730119034","1.0","1.0","0.6731455061703365","InlineStats.<init>()V","ExtractStats.<init>()V","InlineStats.averageAboveZero([I)I","ExtractStats.positiveCount([I)I","0.31937529634898054","89","59","1523","success","","EXTRACT_METHOD","L2","CALL_GRAPH_NOT_EXPANDED","Average and count helpers"
"MethodRefactor","java_t4_extract_stats_05","T4_WEAK","FULL","RAW_HASH_BUCKET","8","2","4","0.6174547260363763","0.5307692307692308","0.08668549526714556","1.0","1.0","0.46153846153846156","InlineStats.<init>()V","ExtractStats.<init>()V","InlineStats.averageAboveZero([I)I","ExtractStats.positiveCount([I)I","0.4852418207681366","91","32","1542","success","","EXTRACT_METHOD","L2","CALL_GRAPH_NOT_EXPANDED","Average and count helpers"
"MethodRefactor","java_t4_extract_stats_05","T4_WEAK","FULL","HYBRID_NUMERIC_HASH","8","2","4","0.6174547260363763","0.571549982151627","0.0459047438847493","1.0","1.0","0.5663973210706472","InlineStats.<init>()V","ExtractStats.<init>()V","InlineStats.averageAboveZero([I)I","ExtractStats.positiveCount([I)I","0.4719061166429588","91","34","1576","success","","EXTRACT_METHOD","L2","CALL_GRAPH_NOT_EXPANDED","Average and count helpers"
"MethodRefactor","java_t4_merge_stats_06","T4_WEAK","FULL","DISCOVRE_NUMERIC","8","2","8","0.48188930402460317","0.4929633676978144","-0.011074063673211232","1.0","1.0","0.6265507926355502","ExtractStats.<init>()V","InlineStats.<init>()V","ExtractStats.positiveCount([I)I","InlineStats.averageAboveZero([I)I","0.06446995934982204","143","131","1520","success","","MERGE_METHODS","L2","CALL_GRAPH_NOT_EXPANDED","Reverse stats helper"
"MethodRefactor","java_t4_merge_stats_06","T4_WEAK","FULL","RAW_HASH_BUCKET","8","2","8","0.48188930402460317","0.4432299928764","0.03865931114820316","1.0","1.0","0.5024341730071078","ExtractStats.<init>()V","InlineStats.<init>()V","ExtractStats.positiveTotal([I)I","InlineStats.averageAboveZero([I)I","0.2570145979399412","143","85","1541","success","","MERGE_METHODS","L2","CALL_GRAPH_NOT_EXPANDED","Reverse stats helper"
"MethodRefactor","java_t4_merge_stats_06","T4_WEAK","FULL","HYBRID_NUMERIC_HASH","8","2","8","0.48188930402460317","0.4432299928764","0.03865931114820316","1.0","1.0","0.5024341730071078","ExtractStats.<init>()V","InlineStats.<init>()V","ExtractStats.positiveTotal([I)I","InlineStats.averageAboveZero([I)I","0.22928696326865664","143","89","1593","success","","MERGE_METHODS","L2","CALL_GRAPH_NOT_EXPANDED","Reverse stats helper"
"MethodRefactor","java_t4_extract_join_07","T4_WEAK","FULL","DISCOVRE_NUMERIC","8","2","4","0.5332480818414322","0.5006393861892583","0.03260869565217389","1.0","1.0","0.6086956521739131","InlineSanitizeJoin.<init>()V","ExtractSanitizeJoin.<init>()V","InlineSanitizeJoin.join(Ljava/util/List;)Ljava/lang/String;","ExtractSanitizeJoin.join(Ljava/util/List;)Ljava/lang/String;","0.2184792219274978","210","136","1534","success","","EXTRACT_METHOD","L2","CALL_GRAPH_NOT_EXPANDED","String sanitizer helper"
"MethodRefactor","java_t4_extract_join_07","T4_WEAK","FULL","RAW_HASH_BUCKET","8","2","4","0.6467391304347826","0.46467391304347827","0.18206521739130432","1.0","1.0","0.4782608695652174","InlineSanitizeJoin.<init>()V","ExtractSanitizeJoin.<init>()V","InlineSanitizeJoin.join(Ljava/util/List;)Ljava/lang/String;","ExtractSanitizeJoin.join(Ljava/util/List;)Ljava/lang/String;","0.5586661947618565","224","40","1637","success","","EXTRACT_METHOD","L2","CALL_GRAPH_NOT_EXPANDED","String sanitizer helper"
"MethodRefactor","java_t4_extract_join_07","T4_WEAK","FULL","HYBRID_NUMERIC_HASH","8","2","4","0.6467391304347826","0.5242470790864372","0.1224920513483454","1.0","1.0","0.5652173913043478","InlineSanitizeJoin.<init>()V","ExtractSanitizeJoin.<init>()V","InlineSanitizeJoin.join(Ljava/util/List;)Ljava/lang/String;","ExtractSanitizeJoin.join(Ljava/util/List;)Ljava/lang/String;","0.5307665082414804","224","44","1689","success","","EXTRACT_METHOD","L2","CALL_GRAPH_NOT_EXPANDED","String sanitizer helper"
"MethodRefactor","java_t4_merge_join_08","T4_WEAK","FULL","DISCOVRE_NUMERIC","8","2","8","0.45821611253196937","0.4527813299232737","0.0054347826086956486","1.0","1.0","0.5217391304347826","ExtractSanitizeJoin.<init>()V","InlineSanitizeJoin.<init>()V","ExtractSanitizeJoin.join(Ljava/util/List;)Ljava/lang/String;","InlineSanitizeJoin.join(Ljava/util/List;)Ljava/lang/String;","0.14420909318712433","318","249","1950","success","","MERGE_METHODS","L2","CALL_GRAPH_NOT_EXPANDED","Reverse sanitizer helper"
"MethodRefactor","java_t4_merge_join_08","T4_WEAK","FULL","RAW_HASH_BUCKET","8","2","8","0.4582161125319693","0.4236892583120205","0.03452685421994886","1.0","1.0","0.5217391304347826","ExtractSanitizeJoin.<init>()V","InlineSanitizeJoin.<init>()V","ExtractSanitizeJoin.join(Ljava/util/List;)Ljava/lang/String;","InlineSanitizeJoin.join(Ljava/util/List;)Ljava/lang/String;","0.46454477345050205","318","93","1613","success","","MERGE_METHODS","L2","CALL_GRAPH_NOT_EXPANDED","Reverse sanitizer helper"
"MethodRefactor","java_t4_merge_join_08","T4_WEAK","FULL","HYBRID_NUMERIC_HASH","8","2","8","0.4582161125319693","0.4345490509617105","0.023667061570258843","1.0","1.0","0.5217391304347826","ExtractSanitizeJoin.<init>()V","InlineSanitizeJoin.<init>()V","ExtractSanitizeJoin.join(Ljava/util/List;)Ljava/lang/String;","InlineSanitizeJoin.join(Ljava/util/List;)Ljava/lang/String;","0.4574327044849848","318","95","1558","success","","MERGE_METHODS","L2","CALL_GRAPH_NOT_EXPANDED","Reverse sanitizer helper"
"CallChain","java_t4_call_chain_01","T4_WEAK","MIXED","DISCOVRE_NUMERIC","8","2","4","0.6154886890107063","0.6154886890107063","0.0","1.0","1.0","0.6470588235294118","InlinePipeline.<init>()V","CallChainPipeline.<init>()V","InlinePipeline.process(Ljava/lang/String;)I","CallChainPipeline.score(Ljava/lang/String;)I","0.24081311769991015","111","79","1592","success","","CALL_CHAIN_REFACTOR","L3","CALL_GRAPH_NOT_EXPANDED","Multiple internal helper calls"
"CallChain","java_t4_call_chain_01","T4_WEAK","MIXED","RAW_HASH_BUCKET","8","2","4","0.5075289320101695","0.41544117647058826","0.0920877555395812","1.0","1.0","0.2941176470588236","InlinePipeline.<init>()V","CallChainPipeline.<init>()V","InlinePipeline.process(Ljava/lang/String;)I","CallChainPipeline.hasText(Ljava/lang/String;)Z","0.513095238095238","76","25","2485","success","","CALL_CHAIN_REFACTOR","L3","CALL_GRAPH_NOT_EXPANDED","Multiple internal helper calls"
"CallChain","java_t4_call_chain_01","T4_WEAK","MIXED","HYBRID_NUMERIC_HASH","8","2","4","0.5075289320101695","0.42653619967285833","0.08099273233731114","1.0","1.0","0.2941176470588236","InlinePipeline.<init>()V","CallChainPipeline.<init>()V","InlinePipeline.process(Ljava/lang/String;)I","CallChainPipeline.hasText(Ljava/lang/String;)Z","0.4742063492063492","76","27","1981","success","","CALL_CHAIN_REFACTOR","L3","CALL_GRAPH_NOT_EXPANDED","Multiple internal helper calls"
"CallChain","java_t4_call_chain_auth_02","T4_WEAK","MIXED","DISCOVRE_NUMERIC","8","2","4","0.4616595723503057","0.4815656460753993","-0.019906073725093648","0.5850120533566617","0.612679102373507","0.612679102373507","InlineAuth.canLogin(Ljava/lang/String;Ljava/lang/String;Z)Z","CallChainAuth.activeUser(Ljava/lang/String;Z)Z","InlineAuth.canLogin(Ljava/lang/String;Ljava/lang/String;Z)Z","CallChainAuth.activeUser(Ljava/lang/String;Z)Z","0.3182300509337861","140","93","1746","success","","CALL_CHAIN_REFACTOR","L3","CALL_GRAPH_NOT_EXPANDED","Validate normalize check sequence"
"CallChain","java_t4_call_chain_auth_02","T4_WEAK","MIXED","RAW_HASH_BUCKET","8","2","4","0.5164120899293536","0.4113420335809834","0.10507005634837022","1.0","1.0","0.1875","InlineAuth.<init>()V","CallChainAuth.<init>()V","InlineAuth.canLogin(Ljava/lang/String;Ljava/lang/String;Z)Z","CallChainAuth.hasCredentials(Ljava/lang/String;Ljava/lang/String;)Z","0.5166666666666667","78","23","1712","success","","CALL_CHAIN_REFACTOR","L3","CALL_GRAPH_NOT_EXPANDED","Validate normalize check sequence"
"CallChain","java_t4_call_chain_auth_02","T4_WEAK","MIXED","HYBRID_NUMERIC_HASH","8","2","4","0.5671236277769416","0.4464285714285714","0.12069505634837022","1.0","1.0","0.3125","InlineAuth.<init>()V","CallChainAuth.<init>()V","InlineAuth.canLogin(Ljava/lang/String;Ljava/lang/String;Z)Z","CallChainAuth.hasCredentials(Ljava/lang/String;Ljava/lang/String;)Z","0.5451388888888888","100","26","1546","success","","CALL_CHAIN_REFACTOR","L3","CALL_GRAPH_NOT_EXPANDED","Validate normalize check sequence"
"CallChain","java_t4_call_chain_invoice_03","T4_WEAK","MIXED","DISCOVRE_NUMERIC","8","2","4","0.6130153583956837","0.6130153583956837","0.0","1.0","1.0","0.6403820850634815","InlineInvoice.<init>()V","CallChainInvoice.<init>()V","InlineInvoice.invoiceTotal([IZ)I","CallChainInvoice.subtotal([I)I","0.28261494252873565","83","56","1587","success","","CALL_CHAIN_REFACTOR","L3","CALL_GRAPH_NOT_EXPANDED","Subtotal tax discount helpers"
"CallChain","java_t4_call_chain_invoice_03","T4_WEAK","MIXED","RAW_HASH_BUCKET","8","2","4","0.6451831848858207","0.49166666666666664","0.15351651821915407","1.0","1.0","0.33333333333333326","InlineInvoice.<init>()V","CallChainInvoice.<init>()V","InlineInvoice.invoiceTotal([IZ)I","CallChainInvoice.subtotal([I)I","0.3836538461538461","64","27","1597","success","","CALL_CHAIN_REFACTOR","L3","CALL_GRAPH_NOT_EXPANDED","Subtotal tax discount helpers"
"CallChain","java_t4_call_chain_invoice_03","T4_WEAK","MIXED","HYBRID_NUMERIC_HASH","8","2","4","0.7074535271116758","0.5416666666666666","0.16578686044500912","1.0","1.0","0.4","InlineInvoice.<init>()V","CallChainInvoice.<init>()V","InlineInvoice.invoiceTotal([IZ)I","CallChainInvoice.subtotal([I)I","0.5036637931034482","80","28","1729","success","","CALL_CHAIN_REFACTOR","L3","CALL_GRAPH_NOT_EXPANDED","Subtotal tax discount helpers"
"CallChain","java_t4_call_chain_text_04","T4_WEAK","MIXED","DISCOVRE_NUMERIC","8","2","4","0.5941176470588235","0.5941176470588235","0.0","1.0","1.0","0.8823529411764706","InlineTextClean.<init>()V","CallChainTextClean.<init>()V","InlineTextClean.clean(Ljava/lang/String;)Ljava/lang/String;","CallChainTextClean.keepLettersAndDigits(Ljava/lang/String;)Ljava/lang/String;","0.1943342151675485","133","97","1608","success","","CALL_CHAIN_REFACTOR","L3","CALL_GRAPH_NOT_EXPANDED","Normalize filter compact helpers"
"CallChain","java_t4_call_chain_text_04","T4_WEAK","MIXED","RAW_HASH_BUCKET","8","2","4","0.6794117647058824","0.4341120494059365","0.24529971529994582","1.0","1.0","0.21880113880021668","InlineTextClean.<init>()V","CallChainTextClean.<init>()V","InlineTextClean.clean(Ljava/lang/String;)Ljava/lang/String;","CallChainTextClean.keepLettersAndDigits(Ljava/lang/String;)Ljava/lang/String;","0.47627865961199295","114","28","1522","success","","CALL_CHAIN_REFACTOR","L3","CALL_GRAPH_NOT_EXPANDED","Normalize filter compact helpers"
"CallChain","java_t4_call_chain_text_04","T4_WEAK","MIXED","HYBRID_NUMERIC_HASH","8","2","4","0.5794117647058823","0.40098039215686276","0.17843137254901958","1.0","1.0","0.2941176470588236","InlineTextClean.<init>()V","CallChainTextClean.<init>()V","InlineTextClean.clean(Ljava/lang/String;)Ljava/lang/String;","CallChainTextClean.keepLettersAndDigits(Ljava/lang/String;)Ljava/lang/String;","0.5217592592592593","125","35","1632","success","","CALL_CHAIN_REFACTOR","L3","CALL_GRAPH_NOT_EXPANDED","Normalize filter compact helpers"
"CallChain","java_t4_call_chain_risk_05","T4_WEAK","MIXED","DISCOVRE_NUMERIC","8","2","4","0.6128980846725534","0.5967029426340095","0.016195142038543914","1.0","1.0","0.5080787800995563","InlineRiskScore.<init>()V","CallChainRiskScore.<init>()V","InlineRiskScore.risk(IIZ)I","CallChainRiskScore.incidentRisk(I)I","0.268640350877193","51","38","1696","success","","CALL_CHAIN_REFACTOR","L3","CALL_GRAPH_NOT_EXPANDED","Several helper stages"
"CallChain","java_t4_call_chain_risk_05","T4_WEAK","MIXED","RAW_HASH_BUCKET","8","2","4","0.6128980846725534","0.4444444444444444","0.16845364022810896","1.0","1.0","0.2222222222222222","InlineRiskScore.<init>()V","CallChainRiskScore.<init>()V","InlineRiskScore.risk(IIZ)I","CallChainRiskScore.ageRisk(I)I","0.5584795321637427","51","17","1677","success","","CALL_CHAIN_REFACTOR","L3","CALL_GRAPH_NOT_EXPANDED","Several helper stages"
"CallChain","java_t4_call_chain_risk_05","T4_WEAK","MIXED","HYBRID_NUMERIC_HASH","8","2","4","0.6128980846725534","0.49999999999999994","0.11289808467255344","1.0","1.0","0.33333333333333326","InlineRiskScore.<init>()V","CallChainRiskScore.<init>()V","InlineRiskScore.risk(IIZ)I","CallChainRiskScore.ageRisk(I)I","0.5730994152046784","51","18","1660","success","","CALL_CHAIN_REFACTOR","L3","CALL_GRAPH_NOT_EXPANDED","Several helper stages"
"SemanticDifficult","java_semantic_recursion_iteration_01","INCONCLUSIVE","UNKNOWN","DISCOVRE_NUMERIC","8","2","6","0.6223984090417453","0.6223984090417453","0.0","1.0","1.0","0.5943076972192958","RecursiveSum.<init>()V","IterativeSum.<init>()V","RecursiveSum.sumFrom([II)I","IterativeSum.sum([I)I","0.0","58","58","1993","success","","RECURSION_VS_ITERATION","L4","T4_WEAK_NOT_SEMANTIC_PROOF","Semantic equivalence is not proven statically"
